# Wordlist
@json: {"groups": {"Nanchang": "Gan", "Suzhou": "Wu", "Taibei": "Min", "Guiyang": "Mandarin", "Changsha": "Xiang", "Jinan": "Mandarin", "Tunxi": "Hui", "Taiyuan": "Jin", "Nanjing": "Mandarin", "Taoyuan": "Hakka", "Shantou": "Min", "Pingyao": "Jin", "Haikou": "Min", "Zhengzhou": "Mandarin", "Shexian": "Hui", "Chengdu": "Mandarin", "Xining": "Mandarin", "Fuzhou": "Min", "Xianggang": "Cantonese", "Wenzhou": "Wu", "Shanghai": "Wu", "Yinchuan": "Mandarin", "Beijing": "Mandarin", "Huhehaote": "Jin", "Xiangtan": "Xiang", "Xi\u2019an": "Mandarin", "Jian\u2019ou": "Min", "Meixian": "Hakka", "Hefei": "Mandarin", "Tianjin": "Mandarin", "Hangzhou": "Wu", "Lanzhou": "Mandarin", "Wuhan": "Mandarin", "Nanning": "Pinghua", "Xiamen": "Min", "Guangzhou": "Cantonese", "Kunming": "Mandarin", "Haerbin": "Mandarin", "Qingdao": "Mandarin", "Wulumuqi": "Mandarin"}, "conf": {"max_lon": 5.0, "continent_color": "0.9", "linescale": 0.5, "taxon_short_labels": {"Nanchang": "N\u00e1nch\u00e0ng  ", "Suzhou": "S\u00f9zh\u014du    ", "Taibei": "T\u00e1ib\u011bi    ", "Guiyang": "Gu\u00ecy\u00e1ng   ", "Changsha": "Ch\u00e1ngsh\u0101  ", "Jinan": "J\u00ecn\u00e1n     ", "Tunxi": "T\u016bnx\u012b     ", "Taiyuan": "T\u00e0iyu\u00e1n   ", "Nanjing": "N\u00e1nj\u012bng   ", "Taoyuan": "T\u00e1oyu\u00e1n   ", "Shantou": "Sh\u0101nt\u00f3u   ", "Pingyao": "P\u00edngy\u00e1o   ", "Haikou": "H\u01ceik\u01d2u    ", "Zhengzhou": "Zh\u00e8ngzh\u014du ", "Shexian": "Sh\u00e8xi\u00e0n   ", "Chengdu": "Ch\u00e9ngd\u016b   ", "Xining": "X\u012bn\u00edng    ", "Fuzhou": "F\u00f9zh\u014du    ", "Xianggang": "Hongkong  ", "Wenzhou": "W\u00e9nzh\u014du   ", "Shanghai": "Sh\u00e0ngh\u01cei  ", "Yinchuan": "Y\u012bnchu\u00e0n  ", "Beijing": "B\u011bij\u012bng   ", "Huhehaote": "Hohhot    ", "Xiangtan": "Xi\u0101ngt\u00e0n  ", "Xi\u2019an": "X\u012b'\u0101n     ", "Jian\u2019ou": "Ji\u00e0n'\u01d2u   ", "Meixian": "M\u011bixi\u00e0n   ", "Hefei": "H\u00e9f\u00e8i     ", "Tianjin": "Ti\u0101nj\u00ecn   ", "Hangzhou": "H\u00e1ngzh\u014du  ", "Lanzhou": "L\u00e1nzh\u014du   ", "Wuhan": "W\u01d4h\u00e0n     ", "Nanning": "N\u00e1nn\u00edng   ", "Xiamen": "Xi\u00e0m\u00e9n    ", "Guangzhou": "Gu\u01cengzh\u014du ", "Kunming": "K\u00f9nm\u00edng   ", "Haerbin": "Harbin    ", "Qingdao": "Q\u012bngd\u01ceo   ", "Wulumuqi": "\u00dcr\u00fcmqi    "}, "table_cell_height": 0.024, "groups_labels": {"Cantonese": "Yu\u00e8", "Wu": "W\u00fa", "Gan": "G\u00e0n", "Hakka": "K\u00e8ji\u0101", "Pinghua": "P\u00ednghu\u00e0", "Xiang": "Xi\u00e0ng", "Min": "M\u01d0n", "Mandarin": "Gu\u0101nhu\u00e0", "Hui": "Hu\u012b", "Jin": "J\u00ecn"}, "min_lat": -2.5, "min_lon": -10.0, "legend_location": [0.85, 0.02], "table_text_size": 10, "resolution": "l", "groups_colors": {"Cantonese": "0.125", "Wu": "0.375", "Gan": "0.25", "Hakka": "0.75", "Pinghua": "1.0", "Xiang": "0.5", "Min": "0.625", "Mandarin": "1.0", "Hui": "0.0", "Jin": "0.875"}, "cmap_min": 30, "cmap_max": 250, "table_column_width": [0.025, 0.13], "coastline_color": "0.5", "lw": 2, "projection": "merc", "legend_size": 18, "table_location": 3, "alpha": 0.75, "water_color": "0.2", "linewidth": 4, "table_cell_color": "white", "taxon_labels": {"Nanchang": "N\u00e1nch\u00e0ng  \\textnormal{\u5357\u660c}", "Suzhou": "S\u00f9zh\u014du    \\textnormal{\u82cf\u5dde}", "Taibei": "T\u00e1ib\u011bi    \\textnormal{\u53f0\u5317}", "Guiyang": "Gu\u00ecy\u00e1ng   \\textnormal{\u8d35\u9633}", "Changsha": "Ch\u00e1ngsh\u0101  \\textnormal{\u957f\u6c99}", "Jinan": "J\u00ecn\u00e1n     \\textnormal{\u6d4e\u5357}", "Tunxi": "T\u016bnx\u012b     \\textnormal{\u5c6f\u6eaa}", "Taiyuan": "T\u00e0iyu\u00e1n   \\textnormal{\u592a\u539f}", "Nanjing": "N\u00e1nj\u012bng   \\textnormal{\u5357\u4eac}", "Taoyuan": "T\u00e1oyu\u00e1n   \\textnormal{\u6843\u56ed}", "Shantou": "Sh\u0101nt\u00f3u   \\textnormal{\u6c55\u5934}", "Pingyao": "P\u00edngy\u00e1o   \\textnormal{\u5e73\u9065}", "Haikou": "H\u01ceik\u01d2u    \\textnormal{\u6d77\u53e3}", "Zhengzhou": "Zh\u00e8ngzh\u014du \\textnormal{\u90d1\u5dde}", "Shexian": "Sh\u00e8xi\u00e0n   \\textnormal{\u6b59\u53bf}", "Chengdu": "Ch\u00e9ngd\u016b   \\textnormal{\u6210\u90fd}", "Xining": "X\u012bn\u00edng    \\textnormal{\u897f\u5b81}", "Fuzhou": "F\u00f9zh\u014du    \\textnormal{\u798f\u5dde}", "Xianggang": "Hongkong  \\textnormal{\u9999\u6e2f}", "Wenzhou": "W\u00e9nzh\u014du   \\textnormal{\u6e29\u5dde}", "Shanghai": "Sh\u00e0ngh\u01cei  \\textnormal{\u4e0a\u6d77}", "Yinchuan": "Y\u012bnchu\u00e0n  \\textnormal{\u94f6\u5ddd}", "Beijing": "B\u011bij\u012bng   \\textnormal{\u5317\u4eac}", "Huhehaote": "Hohhot    \\textnormal{\u547c\u548c\u6d69\u7279}", "Xiangtan": "Xi\u0101ngt\u00e0n  \\textnormal{\u6e58\u6f6d}", "Xi\u2019an": "X\u012b'\u0101n     \\textnormal{\u897f\u5b89}", "Jian\u2019ou": "Ji\u00e0n'\u014du   \\textnormal{\u5efa\u74ef}", "Meixian": "M\u011bixi\u00e0n   \\textnormal{\u6885\u53bf}", "Hefei": "H\u00e9f\u00e8i     \\textnormal{\u5408\u80a5}", "Tianjin": "Ti\u0101nj\u00ecn   \\textnormal{\u5929\u6d25}", "Hangzhou": "H\u00e1ngzh\u014du  \\textnormal{\u676d\u5dde}", "Lanzhou": "L\u00e1nzh\u014du   \\textnormal{\u5170\u5dde}", "Wuhan": "W\u01d4h\u00e0n     \\textnormal{\u6b66\u6c49}", "Nanning": "N\u00e1nn\u00edng   \\textnormal{\u5357\u5b81}", "Xiamen": "Xi\u00e0m\u00e9n    \\textnormal{\u53a6\u95e8}", "Guangzhou": "Gu\u01cengzh\u014du \\textnormal{\u5e7f\u5dde}", "Kunming": "K\u00f9nm\u00edng   \\textnormal{\u6606\u660e}", "Haerbin": "Harbin    \\textnormal{\u54c8\u5c14\u6ee8}", "Qingdao": "Q\u012bngd\u01ceo   \\textnormal{\u9752\u5c9b}", "Wulumuqi": "\u00dcr\u00fcmqi    \\textnormal{\u4e4c\u9c81\u6728\u9f50}"}, "markersize": 20, "max_lat": 2.5, "table_text_color": "black", "groups_markers": {"Cantonese": "o", "Wu": "D", "Gan": "p", "Hakka": "D", "Pinghua": "p", "Xiang": "s", "Min": "p", "Mandarin": "o", "Hui": "s", "Jin": "s"}}, "coords": {"Nanchang": [28.706609, 115.857468], "Suzhou": [31.5, 120.0], "Taibei": [25.3, 121.9], "Guiyang": [26.71691, 106.638336], "Changsha": [28.85032, 112.943344], "Jinan": [36.690777, 116.997299], "Tunxi": [29.0, 118.0], "Taiyuan": [37.88423, 113.25], "Nanjing": [32.5, 119.0], "Taoyuan": [24.0, 120.5], "Shantou": [23.35, 116.666667], "Pingyao": [37.202058, 111.75], "Haikou": [20.043869, 110.329399], "Zhengzhou": [34.807715, 113.639374], "Shexian": [30.589829, 118.428268], "Chengdu": [30.605768, 103.970947], "Xining": [36.671283, 101.776886], "Fuzhou": [26.08904, 119.294243], "Xianggang": [22.422645, 114.098396], "Wenzhou": [28.005496, 120.701179], "Shanghai": [31.222902, 121.475372], "Yinchuan": [38.546662, 106.240082], "Beijing": [40.05, 116.42], "Huhehaote": [40.855526, 111.743889], "Xiangtan": [27.0, 112.945518], "Xi\u2019an": [34.228154, 108.960571], "Jian\u2019ou": [27.04237, 118.307419], "Meixian": [24.5, 115.95], "Hefei": [31.873593, 117.223663], "Tianjin": [39.186072, 117.215424], "Hangzhou": [29.25, 119.8], "Lanzhou": [36.080515, 103.838425], "Wuhan": [30.624086, 114.305649], "Nanning": [22.848716, 108.366165], "Xiamen": [24.49421, 118.08918], "Guangzhou": [23.5, 113.1], "Kunming": [25.049711, 102.72274], "Haerbin": [45.846595, 126.551056], "Qingdao": [36.089393, 120.379715], "Wulumuqi": [43.9, 89.0]}}

# DATA
ID	DOCULECT	TAXONID	CONCEPT	GLOSSID	MANDARIN	ORDER	IPA	COUNTERPART	COGID	NOTE	PARTOFSPEECH	BASIC	PROTO	MCH	STATUS	GROUP_PROTO
#
590	Shanghai	01	Dragon Boat Festival	12	端午节	17	tø⁵³⁻⁵⁵ɦŋ̍¹³⁻²¹	端午	3	-	preposition	-	端午	twan.ŋu²	?	?
591	Shanghai	01	Dragon Boat Festival	12	端午节	18	tø⁵³⁻⁵⁵ɦŋ̍¹³⁻³³ʨiɪʔ⁵⁻²¹	端午节	2	-	preposition	-	端午节	twan.ŋu².ʦwon	?	?
594	Wenzhou	04	Dragon Boat Festival	12	端午节	18	ʥyɔ³¹⁻⁴²ŋ̍³⁵	重五	10	-	preposition	-	重五	ɖjowŋ.ŋu²	?	?
598	Xianggang	07	Dragon Boat Festival	12	端午节	14	ŋ̍¹³jyt²ʦit³	五月节	1	-	preposition	-	五月节	ŋu².ŋjot.ʦwon	?	?
599	Xianggang	07	Dragon Boat Festival	12	端午节	15	tyn⁵⁵ŋ̍¹³	端午	3	-	preposition	-	端午	twan.ŋu²	?	?
603	Fuzhou	09	Dragon Boat Festival	12	端午节	13	ŋu²⁴²⁻²¹ŋuoʔ⁵⁻⁵³ʦɑiʔ²⁴	五月节	1	-	preposition	-	五月节	ŋu².ŋjot.ʦwon	r	五月节
604	Fuzhou	09	Dragon Boat Festival	12	端午节	14	ŋu²⁴²⁻²¹niʔ⁵⁻⁵³ʦɑiʔ²⁴	五日节	9	-	preposition	-	五日节	ŋu².ȵit.ʦwon	i	五月节
610	Taibei	13	Dragon Boat Festival	12	端午节	12	gɔ³³⁻¹¹lit⁴⁴⁻³²ʦieʔ³²	五日节	9	-	preposition	-	五日节	ŋu².ȵit.ʦwon	i	五月节
611	Taibei	13	Dragon Boat Festival	12	端午节	13	gɔ³³⁻¹¹geʔ⁴⁴⁻³²ʦieʔ³²	五月节	1	-	preposition	-	五月节	ŋu².ŋjot.ʦwon	r	五月节
612	Meixian	14	Dragon Boat Festival	12	端午节	11	n̩³¹ŋiat⁵ʦiet¹	五月节	1	-	preposition	-	五月节	ŋu².ŋjot.ʦwon	r	五月节
614	Nanchang	16	Dragon Boat Festival	12	端午节	14	ʨiɛʔ⁵	节	7	-	preposition	-	节	ʦwon	?	?
615	Nanchang	16	Dragon Boat Festival	12	端午节	15	tɵn⁴²u²¹³	端午	3	tɵn⁴²u²¹³(ʨiɛʔ⁵̃)	preposition	-	端午	twan.ŋu²	?	?
616	Nanchang	16	Dragon Boat Festival	12	端午节	16	tɵn⁴²iɔŋ⁴⁵	端阳	12	tɵn⁴²iɔŋ⁴⁵(ʨiɛʔ⁵)	preposition	-	端阳	twan.jaŋ	?	?
617	Changsha	17	Dragon Boat Festival	12	端午节	16	tõ³³u⁴¹ʦie²⁴	端午节	2	-	preposition	-	端午节	twan.ŋu².ʦwon	?	?
624	Pingyao	22	Dragon Boat Festival	12	端午节	14	u⁵³yʌʔ⁵³tuɑŋ¹³⁻³¹u⁵³	五月端午	5	-	preposition	-	五月端午	ŋu².ŋjot.twan.ŋu²	r	五月端午
641	Chengdu	32	Dragon Boat Festival	12	端午节	21	tuan⁵⁵u⁵³ʨie³¹	端午节	2	-	preposition	-	端午节	twan.ŋu².ʦwon	?	?
642	Chengdu	32	Dragon Boat Festival	12	端午节	22	tuan⁵⁵u⁵³	端午	3	-	preposition	-	端午	twan.ŋu²	?	?
643	Chengdu	32	Dragon Boat Festival	12	端午节	23	tuan⁵⁵iaŋ³¹	端阳	12	-	preposition	-	端阳	twan.jaŋ	?	?
#
6238	Shanghai	01	I	105	我	164	ŋu¹³	我	15	-	preposition	basic_word	我	ŋa²	r	我
6247	Fuzhou	09	I	105	我	146	ŋuai	我	15	-	preposition	basic_word	我	ŋa²	r	我
6244	Xianggang	07	I	105	我	139	ŋɔ¹³	我	15	-	preposition	basic_word	我	ŋa²	r	我
6246	Fuzhou	09	I	105	我	145	nøyŋ⁵³	侬	16	-	preposition	basic_word	侬	nowŋ	i	我
6252	Nanchang	16	I	105	我	154	ŋo²¹³	我	15	-	preposition	basic_word	我	ŋa²	r	我
6253	Changsha	17	I	105	我	172	ŋo⁴¹	我	15	-	preposition	basic_word	我	ŋa²	r	我
6260	Pingyao	22	I	105	我	153	ŋiᴇ⁵³	我	15	-	preposition	basic_word	我	ŋa²	r	我
6274	Chengdu	32	I	105	我	215	ŋo⁵³	我	15	-	preposition	basic_word	我	ŋa²	r	我
6241	Wenzhou	04	I	105	我	192	ŋ̍³⁵	我	15	-	preposition	basic_word	我	ŋa²	r	我
6251	Taibei	13	I	105	我	130	gua⁵³	我	15	-	preposition	basic_word	我	ŋa²	r	我
#
658	Shanghai	01	Mid-autumn Festival	13	中秋节	19	ʦoŋ⁵³⁻⁵⁵ʨʰiɤ⁵³⁻²¹	中秋	22	-	preposition	-	中秋	ʈjuwŋ.ʦʰjuw	i	中秋节
659	Shanghai	01	Mid-autumn Festival	13	中秋节	20	ʦoŋ⁵³⁻⁵⁵ʨʰiɤ⁵³⁻³³ʨiɪʔ⁵⁻²¹	中秋节	21	-	preposition	-	中秋节	ʈjuwŋ.ʦʰjuw.ʦwon	r	中秋节
664	Wenzhou	04	Mid-autumn Festival	13	中秋节	20	ʨoŋ³³⁻²¹ʨʰɤu³³⁻³⁵ʨi²¹³⁻¹³	中秋节	21	-	preposition	-	中秋节	ʈjuwŋ.ʦʰjuw.ʦwon	r	中秋节
668	Xianggang	07	Mid-autumn Festival	13	中秋节	16	ʦuŋ⁵⁵ʦʰɐu⁵⁵	中秋	22	-	preposition	-	中秋	ʈjuwŋ.ʦʰjuw	i	八月十五
669	Xianggang	07	Mid-autumn Festival	13	中秋节	17	pat³jyt²sɐp²m̩¹³	八月十五	23	m̩¹³(<ŋ̍¹³)	preposition	-	八月十五	pɛt.ŋjot.ʥip.ŋu²	r	八月十五
674	Fuzhou	09	Mid-autumn Festival	13	中秋节	15	tyŋ⁴⁴ʒieu⁴⁴	中秋	22	-	preposition	-	中秋	ʈjuwŋ.ʦʰjuw	r	中秋
675	Fuzhou	09	Mid-autumn Festival	13	中秋节	16	pɛiʔ²⁴⁻²¹ŋuoʔ⁵sɛiʔ⁵⁻²¹ŋou²⁴²	八月十五	23	-	preposition	-	八月十五	pɛt.ŋjot.ʥip.ŋu²	i	中秋
682	Taibei	13	Mid-autumn Festival	13	中秋节	14	tiɔŋ⁴⁴⁻³³ʦʰiu⁴⁴⁻³³ʦieʔ³²	中秋节	21	-	preposition	-	中秋节	ʈjuwŋ.ʦʰjuw.ʦwon	i	中秋
683	Meixian	14	Mid-autumn Festival	13	中秋节	12	ʦuŋ⁴⁴ʦʰiu⁴⁴⁻³⁵ʦiet¹	中秋节	21	-	preposition	-	中秋节	ʈjuwŋ.ʦʰjuw.ʦwon	?	?
685	Nanchang	16	Mid-autumn Festival	13	中秋节	17	ʦuŋ⁴²ʨʰiu⁴²	中秋	22	-	preposition	-	中秋	ʈjuwŋ.ʦʰjuw	?	?
686	Nanchang	16	Mid-autumn Festival	13	中秋节	18	ʦuŋ⁴²ʨʰiu⁴²ʨiɛʔ⁵	中秋节	21	-	preposition	-	中秋节	ʈjuwŋ.ʦʰjuw.ʦwon	?	?
687	Changsha	17	Mid-autumn Festival	13	中秋节	17	t͡ʂoŋ³³ʦʰiəu³³ʦie²⁴	中秋节	21	-	preposition	-	中秋节	ʈjuwŋ.ʦʰjuw.ʦwon	r	中秋节
696	Pingyao	22	Mid-autumn Festival	13	中秋节	15	pʌʔ¹³⁻³¹yʌʔ⁵³ʂʌʔ⁵³⁻³⁵u⁵³	八月十五	23	-	preposition	-	八月十五	pɛt.ŋjot.ʥip.ŋu²	r	八月十五
715	Chengdu	32	Mid-autumn Festival	13	中秋节	24	ʦoŋ⁵⁵ʨʰiəu⁵⁵ʨie³¹	中秋节	21	-	preposition	-	中秋节	ʈjuwŋ.ʦʰjuw.ʦwon	i	八月十五
716	Chengdu	32	Mid-autumn Festival	13	中秋节	25	pa³¹ye³¹sɿ³¹u⁵³	八月十五	23	-	preposition	-	八月十五	pɛt.ŋjot.ʥip.ŋu²	r	八月十五
717	Chengdu	32	Mid-autumn Festival	13	中秋节	26	pa³¹ye³¹ʦoŋ⁵⁵ʨʰiəu⁵⁵	八月中秋	27	-	preposition	-	八月中秋	pɛt.ŋjot.ʈjuwŋ.ʦʰjuw	i	八月十五
663	Wenzhou	04	Mid-autumn Festival	13	中秋节	19	po²¹³⁻²¹ȵy²¹³⁻²¹zai²¹³⁻²¹ŋ	八月十五	23	-	preposition	-	八月十五	pɛt.ŋjot.ʥip.ŋu²	i	中秋节
#
764	Pingyao	22	New Year's Eve	14	除夕	18	tei³⁵ȵiᴇ¹³⁻³¹xɑ³⁵⁻³¹	大年下	67	-	preposition	-	大年下	daj³.nen.ɣæ²	i	年三十
730	Shanghai	01	New Year's Eve	14	除夕	21	du¹³⁻²²ȵi¹³⁻⁵⁵ɦia¹³⁻²¹	大年夜	47	-	preposition	-	大年夜	daj³.nen.jæ³	r	大年夜
734	Wenzhou	04	New Year's Eve	14	除夕	21	sa³³⁻²¹zai²¹³⁻³⁵ȵai²¹³⁻¹³ɦa³¹⁻²²ɕy	三十日黄昏	51	ai²¹³⁻³⁵[zai²¹³⁻³⁵]	preposition	-	三十日黄昏	sam.ʥip.ȵit.ɣwaŋ.xwon	i	大年夜
